Site,Country,Province,Lab label,Comm,Dating meth,Age dated,Age dated std dev,Age dated_2,Age dated std dev_2,Reference,Cal age max,Cal age min
Pa'Buda,Malaysia,Sarawak,UBA-9306,Uncalibrated,Radiocarbon age,5.633,23.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",6.486,6.317
Pa'Buda,Malaysia,Sarawak,UBA-9306,Uncalibrated,Radiocarbon age,5.633,23.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",6.486,6.317
Pa'Buda,Malaysia,Sarawak,UBA-9309,Uncalibrated,Radiocarbon age,5.495,24.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",6.391,6.211
Pa'Buda,Malaysia,Sarawak,UBA-9309,Uncalibrated,Radiocarbon age,5.495,24.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",6.391,6.211
Pa'Buda,Malaysia,Sarawak,UBA-9308,Uncalibrated,Radiocarbon age,5.396,27.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",6.286,6.026
Pa'Buda,Malaysia,Sarawak,UBA-9308,Uncalibrated,Radiocarbon age,5.396,27.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024; Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",6.286,6.026
Pa'Dalih,Malaysia,Sarawak,"UBA-8130, UBA-9305",Uncalibrated,Radiocarbon age,5.692,43.0,,,"Barker, G., Hunt, C., Barton, H., Gosden, C., Jones, S., Lloyd-Smith, L., Farr, L., Nyirí, B., & O’Donnell, S. (2017). The ‘cultured rainforests’ of Borneo. Quaternary International, 448, 44–61. https://doi.org/10.1016/j.quaint.2016.08.018; Jones, S. E., Hunt, C. O., Barton, H., Lentfer, C. J., & Reimer, P. J. (2013). Forest disturbance, arboriculture and the adoption of rice in the Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(11), 1528–1546. https://doi.org/10.1177/0959683613496293",6.627,6.356
Pa'Dalih,Malaysia,Sarawak,UBA-9995,Uncalibrated,Radiocarbon age,3.77,40.0,,,"Barker, G., Hunt, C., Barton, H., Gosden, C., Jones, S., Lloyd-Smith, L., Farr, L., Nyirí, B., & O’Donnell, S. (2017). The ‘cultured rainforests’ of Borneo. Quaternary International, 448, 44–61. https://doi.org/10.1016/j.quaint.2016.08.018; Jones, S. E., Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",4.288,3.985
Pa'Dalih,Malaysia,Sarawak,UBA-10585,Uncalibrated,Radiocarbon age,2.655,23.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",2.844,2.74
Pa'Dalih,Malaysia,Sarawak,UBA-10585,Uncalibrated,Radiocarbon age,2.655,23.0,,,"Barker, G., Hunt, C., Barton, H., Gosden, C., Jones, S., Lloyd-Smith, L., Farr, L., Nyirí, B., & O’Donnell, S. (2017). The ‘cultured rainforests’ of Borneo. Quaternary International, 448, 44–61. https://doi.org/10.1016/j.quaint.2016.08.018",2.844,2.74
Pa'Dalih,Malaysia,Sarawak,Wk-22009,Uncalibrated,Radiocarbon age,2.308,45.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",2.461,2.152
Pa'Dalih,Malaysia,Sarawak,UBA-10595,Uncalibrated,Radiocarbon age,2.308,18.0,,,"Barker, G., Hunt, C., Barton, H., Gosden, C., Jones, S., Lloyd-Smith, L., Farr, L., Nyirí, B., & O’Donnell, S. (2017). The ‘cultured rainforests’ of Borneo. Quaternary International, 448, 44–61. https://doi.org/10.1016/j.quaint.2016.08.018; Jones, S. E., Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",2.355,2.215
Pa'Dalih,Malaysia,Sarawak,UBA-10594,Uncalibrated,Radiocarbon age,1.867,18.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",1.825,1.72
Pa'Dalih,Malaysia,Sarawak,UBA-10594,Uncalibrated,Radiocarbon age,1.867,18.0,,,"Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",1.825,1.72
Pa'Dalih,Malaysia,Sarawak,UBA-10593,Uncalibrated,Radiocarbon age,1.751,19.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",1.708,1.587
Pa'Dalih,Malaysia,Sarawak,Beta-280499,Uncalibrated,Radiocarbon age,1.6,100.0,,,"Barton, H. (2012). The reversed fortunes of sago and rice, Oryza sativa, in the rainforests of Sarawak, Borneo. Quaternary International, 249, 96–104. https://doi.org/10.1016/j.quaint.2011.03.037",1.7,1.308
Pa'Dalih,Malaysia,Sarawak,Beta-280499,Uncalibrated,Radiocarbon age,1.6,100.0,,,"Barton, H. (2012). The reversed fortunes of sago and rice, Oryza sativa, in the rainforests of Sarawak, Borneo. Quaternary International, 249, 96–104. https://doi.org/10.1016/j.quaint.2011.03.037",1.7,1.308
Pa'Dalih,Malaysia,Sarawak,UBA-12735,Uncalibrated,Radiocarbon age,0.329,23.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",0.462,0.311
Pa'Dalih,Malaysia,Sarawak,UBA-12735,Uncalibrated,Radiocarbon age,0.329,23.0,,,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",0.462,0.311
Pa'Dalih,Malaysia,Sarawak,UBA-10585,Calibrated,Radiocarbon age,,,2.655,23.0,"Jones, S. E., Hunt, C. O., Barton, H., Lentfer, C. J., & Reimer, P. J. (2013). Forest disturbance, arboriculture and the adoption of rice in the Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(11), 1528–1546. https://doi.org/10.1177/0959683613496293",2.844,2.74
Pa'Dalih,Malaysia,Sarawak,UBA-10595,Calibrated,Radiocarbon age,,,2.308,18.0,"Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",2.355,2.215
Pa'Dalih,Malaysia,Sarawak,UBA-10593,Calibrated,Radiocarbon age,,,1.751,19.0,"Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",1.708,1.587
Pa'Dalih,Malaysia,Sarawak,Beta-237848,Calibrated,Radiocarbon age,,,0.24,40.0,"Jones, S. E., Barton, H., Hunt, C. O., Janowski, M., Lloyd-Smith, L., & Barker, G. (2016). The cultural antiquity of rainforests: Human–plant associations during the mid-late Holocene in the interior highlands of Sarawak, Malaysian Borneo. Quaternary International, 416, 80–94. https://doi.org/10.1016/j.quaint.2015.11.024",0.435,
Pa'Lungan,Malaysia,Sarawak,Beta 237850,Calibrated,Radiocarbon age,,,1.62,40.0,"Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",1.586,1.397
Pa'Lungan,Malaysia,Sarawak,UBA-12420,Calibrated,Radiocarbon age,,,1.238,22.0,"Jones, S. E., Hunt, C., & Reimer, P. J. (2013). A 2300 yr record of sago and rice use from the southern Kelabit Highlands of Sarawak, Malaysian Borneo. Holocene, 23(5), 708–720. https://doi.org/10.1177/0959683612470180",1.266,1.072
Samang Buat,Malaysia,Sabah,jf2,Calibrated,Radiocarbon age,,,27.88,50.0,"Azman, N. N., Abdullah, J., Saidin, M., & Molijol, P. (2017). Kajian Seramik Dagangan Di Sabah. Jurnal Arkeologi Malaysia, 30(1).",31.966,31.591
Samang Buat,Malaysia,Sabah,Jf1,Calibrated,Radiocarbon age,,,14.86,70.0,"Azman, N. N., Abdullah, J., Saidin, M., & Molijol, P. (2017). Kajian Seramik Dagangan Di Sabah. Jurnal Arkeologi Malaysia, 30(1).",18.281,17.972
Samang Buat,Malaysia,Sabah,jf3,Calibrated,Radiocarbon age,,,11.29,50.0,"Azman, N. N., Abdullah, J., Saidin, M., & Molijol, P. (2017). Kajian Seramik Dagangan Di Sabah. Jurnal Arkeologi Malaysia, 30(1).",13.298,13.099
Tingkayu,Malaysia,Sabah,TIN1,Calibrated,Radiocarbon age,,,28.3,750.0,"Wurster, C. M., & Bird, M. I. (2016). Barriers and bridges: Early human dispersals in equatorial SE Asia. Geological Society Special Publication, 411(1), 235–250. https://doi.org/10.1144/SP411.2",34.259,31.159
Tingkayu,Malaysia,Sabah,TIN2,Calibrated,Radiocarbon age,,,28.3,750.0,"Wurster, C. M., Rifai, H., Haig, J., Titin, J., Jacobsen, G., & Bird, M. (2017). Stable isotope composition of cave guano from eastern Borneo reveals tropical environments over the past 15,000 cal yr BP. Palaeogeography, Palaeoclimatology, Palaeoecology, 473, 73–81. https://doi.org/10.1016/j.palaeo.2017.02.029",34.259,31.159
