Height,Date/Time,Date/time end,Time min,dN/dlogDp(92.87),dN/dlogDp(98.89),dN/dlogDp(105.29),dN/dlogDp(112.11),dN/dlogDp(119.38),dN/dlogDp(127.11),dN/dlogDp(135.34),dN/dlogDp(144.11),dN/dlogDp(153.45),dN/dlogDp(163.39),dN/dlogDp(173.97),dN/dlogDp(185.24),dN/dlogDp(197.25),dN/dlogDp(210.03),dN/dlogDp(223.63),dN/dlogDp(238.12),dN/dlogDp(253.55),dN/dlogDp(269.97),dN/dlogDp(287.46),dN/dlogDp(306.08),dN/dlogDp(325.91),dN/dlogDp(347.02),dN/dlogDp(369.51),dN/dlogDp(393.45),dN/dlogDp(418.93),dN/dlogDp(446.08),dN/dlogDp(474.98),dN/dlogDp(505.75),dN/dlogDp(538.51),dN/dlogDp(573.40),dN/dlogDp(610.54),dN/dlogDp(650.09),dN/dlogDp(692.21),dN/dlogDp(737.05),dN/dlogDp(784.80),dN/dlogDp(835.64),dN/dlogDp(889.78),dN/dlogDp(947.42),dN/dlogDp(1008.8),dN/dlogDp(1074.15),dN/dlogDp(1143.74),dN/dlogDp(1217.84),dN/dlogDp(1296.74),dN/dlogDp(1380.74),dN/dlogDp(1470.19),dN/dlogDp(1565.43),dN/dlogDp(1666.85),dN/dlogDp(1774.83),dN/dlogDp(1889.81),dN/dlogDp(2012.24),dN/dlogDp(2142.60),dN/dlogDp(2281.41),dN/dlogDp(2429.21),dN/dlogDp(2586.58),dN/dlogDp(2754.15),dN/dlogDp(2932.57),dN/dlogDp(3122.55),dN/dlogDp(3324.84),dN/dlogDp(3540.24),dN/dlogDp(3769.59),dN/dlogDp(4013.80),dN/dlogDp(4273.82),dN/dlogDp(4550.70),dN/dlogDp(4845.51),Event,Latitude,Longitude,Elevation
7,2018-07-01 19:55:00,2018-07-01T20:55,60,101.54,101.24,98.48,94.98,87.5,81.61,75.56,70.65,65.51,60.96,54.88,50.99,47.43,41.39,40.99,35.97,33.27,30.73,26.03,27.3,18.51,19.17,20.06,20.66,13.62,7.3,6.79,6.11,6.61,6.05,4.81,3.39,3.05,1.59,1.47,1.14,1.37,1.41,0.51,0.1,0.15,0.11,0.17,0.12,0.09,0.09,0.16,0.14,0.02,0.07,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-01 20:55:00,2018-07-01T21:55,60,104.75,104.83,104.46,98.09,93.13,85.58,79.61,74.72,67.51,64.3,58.64,53.1,47.17,43.6,40.46,37.53,33.69,29.9,25.46,28.15,19.08,19.02,20.42,20.25,13.56,7.54,7.24,6.17,6.31,5.83,4.91,3.59,3.09,2.18,1.59,1.17,1.17,1.22,0.49,0.13,0.17,0.2,0.25,0.22,0.16,0.05,0.16,0.14,0.07,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-01 21:55:00,2018-07-01T23:00,65,94.92,96.86,92.91,90.25,84.64,79.56,73.53,68.64,64.61,58.93,52.8,48.51,44.71,39.77,35.75,32.09,30.54,27.35,23.33,23.83,17.81,16.76,17.21,17.76,10.58,5.96,5.55,4.94,4.86,5.03,4.08,2.73,2.13,1.39,1.18,1.04,1.08,1.19,0.5,0.23,0.16,0.16,0.18,0.19,0.1,0.11,0.05,0.11,0.04,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-01 23:00:00,2018-07-02T00:00,60,89.66,92.67,90.13,82.72,78.41,73.07,69.41,64.39,60.63,56.46,49.46,46.81,44.02,37.26,36.22,33.46,29.58,25.95,22.86,25.08,17.65,17.63,18.41,19.13,11.78,6.09,6.27,5.77,5.42,5.4,4.26,2.64,2.44,1.72,1.42,1.32,1.21,1.24,0.43,0.27,0.18,0.07,0.21,0.07,0.11,0.05,0.1,0.11,0.05,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 00:00:00,2018-07-02T00:55,55,94.79,95.31,93.58,88.21,83.72,78.29,76.16,69.74,65.63,60.46,55.03,50.59,45.51,43.83,40.51,37.28,34.21,29.84,25.9,28.44,20.07,19.39,21.8,20.69,12.6,7.31,6.83,7.1,6.55,5.97,4.5,3.63,2.87,2.05,1.58,1.44,1.32,1.6,0.69,0.22,0.27,0.21,0.26,0.29,0.17,0.12,0.17,0.16,0.04,0.0,0.01,0.03,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 00:55:00,2018-07-02T01:55,60,94.99,95.16,91.82,86.73,82.03,75.05,71.58,67.53,62.39,56.14,52.66,49.03,44.59,41.41,38.48,35.14,32.98,31.27,26.85,28.68,18.71,19.32,21.51,21.02,14.08,7.38,6.35,6.44,6.41,6.71,5.5,4.41,3.39,2.46,1.75,1.56,1.77,1.76,0.96,0.22,0.27,0.22,0.31,0.33,0.15,0.22,0.31,0.2,0.19,0.05,0.07,0.01,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 01:55:00,2018-07-02T02:55,60,92.04,92.01,90.69,83.9,80.49,74.81,68.85,66.64,61.17,57.03,51.97,48.73,44.0,40.88,37.43,34.65,32.03,29.73,25.22,28.17,19.0,18.74,20.82,21.24,13.9,7.85,7.66,7.11,7.21,6.1,5.39,3.95,4.03,2.78,2.16,2.02,1.83,2.2,0.89,0.34,0.26,0.29,0.27,0.49,0.09,0.21,0.35,0.24,0.2,0.1,0.04,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 02:55:00,2018-07-02T03:55,60,95.86,94.36,89.99,84.79,80.58,76.47,69.99,65.5,62.23,57.49,52.98,48.83,45.24,41.3,38.3,35.71,33.79,30.09,27.16,29.0,19.82,20.82,21.68,21.48,14.37,7.92,7.1,6.94,7.45,7.22,5.79,4.64,3.89,3.15,2.0,2.09,1.89,2.04,1.17,0.43,0.24,0.32,0.26,0.25,0.19,0.18,0.47,0.28,0.16,0.06,0.02,0.04,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 03:55:00,2018-07-02T04:55,60,92.48,92.08,87.72,85.44,81.11,73.03,71.03,64.64,59.89,55.93,51.18,46.92,44.39,40.33,36.73,35.64,31.58,29.2,26.03,28.58,18.89,19.7,21.14,20.34,14.26,7.37,7.52,6.93,6.45,6.17,5.28,4.55,3.53,2.78,1.94,2.04,1.79,1.81,0.78,0.16,0.21,0.28,0.25,0.3,0.16,0.12,0.3,0.15,0.16,0.1,0.07,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 04:55:00,2018-07-02T05:55,60,81.82,79.81,76.14,73.56,67.38,63.37,58.18,55.58,51.96,48.14,44.74,40.7,35.25,34.05,32.68,28.93,26.07,25.13,22.75,23.23,16.43,16.76,16.99,18.11,11.93,6.76,6.14,5.28,5.61,5.69,4.62,3.74,3.4,2.25,1.87,1.74,1.56,1.81,0.7,0.26,0.31,0.26,0.33,0.39,0.19,0.22,0.36,0.17,0.07,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 05:55:00,2018-07-02T06:55,60,78.25,75.99,73.26,68.72,65.46,59.41,58.51,52.5,47.27,45.41,40.04,37.83,35.4,31.06,29.82,27.16,25.68,24.56,20.86,21.72,16.15,14.94,16.02,16.82,10.18,5.44,5.65,5.16,5.01,5.34,4.37,3.2,2.77,2.17,1.81,1.37,1.5,1.72,0.61,0.27,0.26,0.25,0.21,0.28,0.21,0.12,0.41,0.23,0.16,0.07,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 06:55:00,2018-07-02T07:55,60,83.75,81.69,80.21,73.95,69.2,65.48,58.36,55.38,50.97,47.28,44.86,39.93,36.85,32.84,31.33,28.95,26.86,24.64,21.85,22.54,16.81,15.47,16.8,17.18,10.6,5.96,5.33,5.12,5.17,5.2,3.97,2.82,2.36,1.71,1.4,1.44,1.4,1.36,0.69,0.21,0.22,0.3,0.4,0.26,0.16,0.16,0.31,0.15,0.11,0.1,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 07:55:00,2018-07-02T08:55,60,91.93,88.11,85.19,82.21,75.63,68.64,65.04,60.22,55.18,51.93,46.92,42.41,38.18,34.56,32.77,30.05,28.71,24.59,22.37,23.03,16.97,15.43,17.55,17.84,11.02,6.02,5.82,5.1,5.91,5.23,4.69,3.29,2.87,1.85,1.6,1.53,1.3,1.65,0.76,0.43,0.2,0.16,0.29,0.31,0.17,0.07,0.41,0.25,0.17,0.06,0.04,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 08:55:00,2018-07-02T09:55,60,93.75,87.8,85.2,80.19,73.98,69.46,64.36,60.79,54.92,51.21,46.33,41.85,38.99,34.24,32.99,29.9,28.57,25.86,22.41,24.41,16.18,16.05,18.09,18.23,10.36,6.24,5.29,5.53,5.99,5.18,4.15,3.19,2.35,1.75,1.36,1.33,1.12,1.44,0.59,0.23,0.24,0.25,0.31,0.27,0.12,0.17,0.19,0.14,0.09,0.09,0.04,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 09:55:00,2018-07-02T10:55,60,87.38,84.32,82.34,78.16,71.18,67.17,61.11,56.75,51.19,49.68,44.34,39.87,37.37,32.76,29.9,29.0,26.04,24.55,20.51,22.93,15.47,14.74,16.7,16.57,10.13,5.45,5.27,5.11,4.9,5.02,4.27,3.39,2.4,1.76,1.24,1.23,1.33,1.52,0.48,0.24,0.14,0.19,0.29,0.28,0.08,0.1,0.22,0.14,0.09,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 10:55:00,2018-07-02T11:55,60,82.1,79.83,76.63,70.29,66.3,60.77,57.28,53.63,48.33,46.15,40.54,37.73,34.64,31.06,28.68,26.96,24.54,22.77,19.48,22.46,14.1,13.79,15.19,15.46,9.48,5.29,5.01,4.9,4.43,4.69,3.73,2.61,2.19,1.54,1.32,1.07,1.17,1.17,0.65,0.26,0.19,0.2,0.19,0.17,0.15,0.11,0.2,0.16,0.14,0.05,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 11:55:00,2018-07-02T12:55,60,68.06,66.87,62.73,58.87,55.39,51.5,46.23,43.45,40.5,37.2,33.79,30.72,29.14,24.44,22.65,20.53,19.46,18.16,16.4,17.43,10.17,10.82,11.74,11.68,7.59,4.02,3.5,3.74,3.8,3.7,3.19,1.91,1.55,1.15,0.79,0.85,0.81,1.02,0.38,0.21,0.15,0.16,0.05,0.17,0.17,0.05,0.18,0.15,0.04,0.02,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 12:55:00,2018-07-02T13:55,60,51.35,49.09,48.83,43.55,40.96,36.74,34.47,30.57,28.55,25.98,23.59,20.28,18.43,16.75,15.9,13.5,12.17,11.03,9.93,10.49,6.8,6.28,6.68,6.87,4.57,2.24,2.34,2.03,2.08,1.66,1.55,1.34,0.92,0.79,0.52,0.53,0.53,0.48,0.22,0.06,0.09,0.05,0.06,0.11,0.11,0.02,0.08,0.12,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 13:55:00,2018-07-02T14:55,60,53.45,55.51,51.88,50.08,43.31,39.47,37.27,33.28,30.01,27.52,23.94,21.98,19.93,17.93,16.3,15.27,13.83,11.6,10.05,11.52,7.19,7.08,7.36,6.45,4.25,2.39,2.08,2.02,1.89,2.11,1.71,1.17,0.75,0.72,0.55,0.38,0.47,0.65,0.38,0.06,0.07,0.02,0.07,0.09,0.04,0.06,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 14:55:00,2018-07-02T15:55,60,57.03,55.94,54.63,47.76,45.49,41.25,36.56,32.85,30.18,27.09,24.86,21.72,18.98,17.73,16.12,14.93,12.81,11.64,9.85,10.09,6.93,6.51,6.31,6.68,3.93,2.33,1.9,1.74,1.69,1.7,1.37,1.15,0.95,0.55,0.33,0.25,0.39,0.44,0.16,0.09,0.09,0.1,0.06,0.07,0.06,0.01,0.07,0.05,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 15:55:00,2018-07-02T16:55,60,58.53,57.17,53.45,49.94,44.76,40.55,37.91,34.18,30.05,25.82,24.54,20.38,18.71,17.36,14.89,13.8,12.22,10.07,9.28,10.74,6.55,6.2,5.83,5.85,3.69,2.19,1.8,1.87,1.45,1.33,1.12,0.79,0.75,0.51,0.37,0.37,0.27,0.27,0.1,0.02,0.02,0.02,0.02,0.04,0.06,0.0,0.06,0.07,0.02,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 16:55:00,2018-07-02T17:55,60,54.09,57.3,53.37,48.63,45.08,41.61,37.49,32.96,29.28,25.85,23.52,21.09,19.03,16.72,14.55,13.32,11.85,10.79,9.38,10.39,6.4,6.41,6.14,6.24,3.96,2.08,1.95,1.72,1.7,1.47,1.63,1.11,0.84,0.53,0.6,0.32,0.37,0.37,0.11,0.05,0.04,0.04,0.02,0.06,0.04,0.05,0.09,0.05,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 17:55:00,2018-07-02T18:55,60,56.07,54.79,51.53,49.33,45.57,41.45,36.17,32.96,29.55,26.67,23.67,20.82,17.51,15.92,15.55,12.36,12.37,11.33,8.4,10.32,6.11,6.2,6.15,5.67,3.66,1.75,1.77,1.49,1.53,1.49,1.32,1.01,0.69,0.63,0.32,0.43,0.36,0.38,0.18,0.01,0.06,0.04,0.05,0.05,0.01,0.06,0.07,0.03,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 18:55:00,2018-07-02T19:55,60,56.01,54.43,53.35,48.98,45.71,40.91,37.2,34.78,29.82,26.32,23.74,21.06,18.71,16.66,14.95,14.09,12.8,11.53,9.55,10.34,6.55,5.94,6.72,6.49,4.97,2.33,2.33,1.95,1.82,1.74,1.34,1.0,0.94,0.8,0.47,0.41,0.38,0.46,0.07,0.04,0.05,0.03,0.07,0.1,0.11,0.06,0.11,0.02,0.01,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 19:55:00,2018-07-02T20:55,60,54.68,54.7,54.52,50.0,45.52,41.59,37.0,34.13,30.93,27.66,24.28,21.02,18.7,16.72,15.17,14.43,12.66,11.16,9.51,10.35,6.87,5.93,6.56,6.96,3.72,2.39,1.97,1.68,1.4,2.07,1.58,1.16,1.05,0.56,0.57,0.49,0.34,0.55,0.1,0.1,0.04,0.09,0.04,0.07,0.04,0.06,0.07,0.04,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 20:55:00,2018-07-02T21:55,60,51.76,54.35,52.0,47.53,43.53,38.82,35.5,32.04,27.06,24.32,20.41,18.24,15.69,14.29,13.08,11.89,10.99,9.28,7.96,9.42,5.76,5.37,5.69,5.33,3.63,1.76,1.76,1.59,1.52,1.48,1.26,0.91,0.82,0.55,0.38,0.36,0.42,0.38,0.19,0.14,0.01,0.05,0.12,0.1,0.05,0.07,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-07-02 21:55:00,2018-07-02T22:55,60,50.15,50.25,48.72,44.67,40.38,37.94,34.41,29.49,24.73,22.59,19.99,17.45,15.84,13.57,12.54,11.36,9.38,8.5,7.37,8.64,5.38,5.29,5.33,5.02,3.43,1.87,1.86,1.46,1.52,1.1,1.37,0.66,0.8,0.6,0.41,0.2,0.27,0.46,0.09,0.05,0.09,0.03,0.07,0.07,0.04,0.04,0.06,0.04,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
