Event,Latitude,Longitude,Site,Source,URL ref,δ34S Py,Age,Samp type,Dist shore,Water depth descr,Elevation,Depth sed,SR,CH4,Main lith,CaCO3,TOC,Analyt method,Date/Time
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-48.7,130.1,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.4,130.4,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.6,115.5,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-34.0,116.5,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.9,116.9,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.0,117.8,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.4,118.3,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-46.0,118.3,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.0,118.8,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.7,119.2,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.6,120.2,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.2,120.6,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.6,121.1,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.0,121.2,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-31.3,121.6,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.1,121.6,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.7,122.0,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.0,122.2,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.0,122.3,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.2,122.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.0,122.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.0,122.9,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.3,123.0,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.4,124.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.0,124.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.8,124.8,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.7,124.8,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.9,124.8,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-35.7,125.4,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-36.5,125.6,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.1,125.8,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-47.5,126.5,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.8,126.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.5,126.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-34.1,126.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.6,126.9,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.2,127.0,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.8,127.2,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-44.6,127.4,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-32.8,127.5,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.0,127.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.1,127.9,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.7,128.0,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.5,128.1,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-36.9,128.2,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.5,128.5,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.9,128.6,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-36.9,128.7,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-36.7,128.9,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-33.0,129.1,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.4,129.2,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-45.8,129.4,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.7,129.6,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.2,130.0,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.8,130.0,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.1,130.3,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.0,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.2,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.1,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.9,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.9,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.2,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.9,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.2,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.9,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.4,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.3,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.5,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.8,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.7,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.3,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.6,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.9,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.9,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.9,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.9,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.0,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.3,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.1,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.5,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.5,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.3,132.9,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.6,133.0,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.9,133.0,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.8,133.0,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.2,133.0,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.3,133.0,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.1,133.4,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.3,133.8,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.5,133.8,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-41.6,133.8,Sediment core,,,,,,Unknown,,30.67,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.4,133.9,Sediment core,,,,,,Unknown,,15.48,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.3,133.9,Sediment core,,,,,,Unknown,,16.45,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.1,134.0,Sediment core,,,,,,Unknown,,57.53,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.3,134.0,Sediment core,,,,,,Unknown,,57.53,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.4,134.0,Sediment core,,,,,,Unknown,,35.65,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.1,134.0,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.7,134.0,Sediment core,,,,,,Unknown,,,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.2,134.0,Sediment core,,,,,,Unknown,,1.97,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.5,134.0,Sediment core,,,,,,Unknown,,1.97,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.9,134.0,Sediment core,,,,,,Unknown,,1.97,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.1,134.0,Sediment core,,,,,,Unknown,,1.97,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-39.0,134.0,Sediment core,,,,,,Unknown,,1.97,,CRS,1992-04-07 09:30:00
143-866A,21.3326,174.3141,ODP-866A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.4,134.0,Sediment core,,,,,,Unknown,,1.97,,CRS,1992-04-07 09:30:00
37-335,37.2957,-35.1987,DSDP-37-335,Krouse & Brown (1977),doi:10.2973/dsdp.proc.37.144.1977,-53.2,-1.7,Sediment core,1802.0,Abyssal,-3198.0,319.0,,Unknown,Ooze,5.74,,Hand-picked,1974-07-18 00:00:00
37-335,37.2957,-35.1987,DSDP-37-335,Krouse & Brown (1977),doi:10.2973/dsdp.proc.37.144.1977,-54.1,-1.7,Sediment core,1802.0,Abyssal,-3198.0,319.0,,Unknown,Ooze,5.74,,Hand-picked,1974-07-18 00:00:00
DM9-663,27.1517,-110.8667,,Lein et al. (1976),doi:10.1594/PANGAEA.743349,-26.5,,Sediment core,38.0,Abyssal,,,,Unknown,,,,,
DM9-663,27.1517,-110.8667,,Lein et al. (1976),doi:10.1594/PANGAEA.743349,-30.7,,Sediment core,38.0,Abyssal,,,,Unknown,,,,,
DM9-663,27.1517,-110.8667,,Lein et al. (1976),doi:10.1594/PANGAEA.743349,-37.0,,Sediment core,38.0,Abyssal,,,,Unknown,,,,,
Lesniak_etal_2003_W,51.5,20.0725,Wawal,Lesniak et al. (2003),doi:10.1016/S0009-2541(03)00198-0,-45.1,136.0,Rock,,Above SWB,,,,,Clay,,,CRS,
Lesniak_etal_2003_W,51.5,20.0725,Wawal,Lesniak et al. (2003),doi:10.1016/S0009-2541(03)00198-0,-42.7,136.0,Rock,,Above SWB,,,,,Clay,,,CRS,
Lesniak_etal_2003_W,51.5,20.0725,Wawal,Lesniak et al. (2003),doi:10.1016/S0009-2541(03)00198-0,-41.9,136.0,Rock,,Above SWB,,,,,Clay,,,CRS,
Lesniak_etal_2003_W,51.5,20.0725,Wawal,Lesniak et al. (2003),doi:10.1016/S0009-2541(03)00198-0,-39.7,136.0,Rock,,Above SWB,,,,,Clay,,,CRS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-37.4,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-35.9,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-36.0,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-37.3,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-36.6,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-35.9,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-36.8,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-37.7,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-36.1,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-35.9,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-36.0,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-35.8,,Sediment core,256.0,Slope,-822.0,1.1,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-39.4,,Sediment core,256.0,Slope,-822.0,2.5,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-40.6,,Sediment core,256.0,Slope,-822.0,2.5,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-33.6,,Sediment core,256.0,Slope,-822.0,2.5,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-40.1,,Sediment core,256.0,Slope,-822.0,2.5,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-32.7,,Sediment core,256.0,Slope,-822.0,2.5,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-33.0,,Sediment core,256.0,Slope,-822.0,2.5,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-36.9,,Sediment core,256.0,Slope,-822.0,2.5,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-33.0,,Sediment core,256.0,Slope,-822.0,4.4,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-34.8,,Sediment core,256.0,Slope,-822.0,4.4,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-41.6,,Sediment core,256.0,Slope,-822.0,4.4,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-34.8,,Sediment core,256.0,Slope,-822.0,4.4,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-11.9,,Sediment core,256.0,Slope,-822.0,4.4,,High,Mud,,,SIMS,
HS148,20.4888,115.2026,HS148,Lin et al. (2016a),doi:10.1016/j.chemgeo.2016.07.007,-29.5,,Sediment core,256.0,Slope,-822.0,4.4,,High,Mud,,,SIMS,
